Distance(ft),ch0_dB_20260202_204320,ch1_dB_20260202_204320,ch2_dB_20260202_204320,ch3_dB_20260202_204320,ch4_dB_20260202_204320,ch5_dB_20260202_204320
237.1990658585774,-33.10570826371591,-49.242516842371415,-48.91640516494945,-36.856803547211186,-38.28208156501634,5.6735555894690615
241.67451993138076,-32.06559300892068,-44.11417422415227,-44.01025554566901,-36.376958072759976,-36.69229879862353,-8.627587591558136
246.14997400418412,-30.078636835880875,-40.55854478386091,-37.17784267300236,-36.702135057934406,-39.97391218959621,-12.827964888648493
250.62542807698742,-29.47928048745981,-36.55616767225168,-38.42063255027376,-35.044456349185076,-35.30863796444325,-17.287363829367248
255.10088214979083,-26.985634690783552,-32.6327652908446,-36.35857931312379,-33.68495762268229,-34.77923892543966,-19.915331006477743
259.5763362225942,-22.729433109570543,-28.162254733405575,-31.561203144054115,-29.383371795831703,-30.091433213833255,-21.132810120503866
264.0517902953975,-7.847558883272004,-10.152534894464848,-13.159059891069187,-15.084148701176447,-16.733823469089405,-21.84133376123993
268.52724436820085,-20.391059219515277,-23.74317438531822,-28.45023624466718,-27.28189972889204,-28.568604503290555,-21.85536491141721
273.00269844100416,-28.643401064963964,-29.85554970765535,-32.376057582721145,-35.22585767621982,-38.2473178006473,-26.678432283996734
277.4781525138075,-31.60524821149604,-33.27087852357229,-37.922299163955564,-42.34521118685346,-36.15479772370331,-28.608985538337755
281.9536065866109,-35.56512796599745,-36.23927162261072,-37.08730965272371,-40.847568678957586,-38.51782375586795,-30.172878557578127
286.42906065941423,-38.249902291818024,-40.27986024445502,-35.759985607968325,-39.82870613005577,-39.50422050712676,-31.513478501074218
290.9045147322176,-38.30193726752281,-42.212637707670844,-33.612891004827,-35.405041139787535,-37.599552304769375,-4.959785634638038
295.37996880502095,-32.577486216382155,-31.438180273862002,-23.37884838811329,-25.80230172998734,-39.82625772019186,-7.847558883272004
299.85542287782425,-29.680382154674817,-24.85222042186114,-24.721536519399216,-27.053706558550488,-30.007304182890145,-14.457374283113154
304.33087695062767,-35.586897199149796,-35.52823208533401,-37.5812642364398,-39.20878559986085,-44.94596165815381,-16.05736268759529
308.806331023431,-35.92951381946813,-39.15022137215272,-44.6896242679984,-42.74687907904263,-46.02953109604587,-16.984943912985383
313.2817850962343,-44.50221745129944,-36.73461919958692,-41.05179933863214,-44.017648260755024,-46.75860771850101,-22.73358314037271
317.7572391690377,-46.396697850329616,-38.81716548008971,-42.171048882709115,-46.600566850408704,-50.11054339947579,-23.452617452641213
322.232693241841,-49.33675191488074,-39.723878490669435,-44.785412547169834,-49.785605590384314,-48.00698185361946,-24.415252404969458
326.70814731464435,-49.21027007785888,-40.382063141371006,-46.880906354378524,-47.69808592898171,-45.41404926652284,-28.780304334188003
331.1836013874477,-53.33466265370036,-40.05246181168627,-48.72191715909714,-49.18360237001305,-47.76404658775946,-28.90828255371803
335.65905546025107,-38.13807284145642,-36.76540392118027,-36.686876938554015,-41.51728628416044,-37.63854433045942,-28.99466384321397
340.13450953305437,-46.096327819162035,-37.99463245505148,-46.24450940055195,-47.053458641967545,-45.35897907876262,-29.680382154674817
344.6099636058578,-48.822902347860804,-38.917257388051404,-46.95148075103428,-47.22318306331098,-47.91946528872163,4.225348729067274
349.08541767866103,-46.204721535355056,-37.916736224954626,-44.91728388583667,-47.82886143464799,-44.77818077126818,-10.152534894464848
353.56087175146445,-31.432823460365963,-32.0789868865277,-35.99465548081337,-42.192419671170136,-51.9478848641691,-14.682315395895714
