Frequency(MHz),Power(dBmV/100kHz)_20260203_064235
209.3981,-56.17
209.4981,-55.79
209.5981,-54.0
209.6981,-51.37
209.7981,-51.84
209.8981,-50.8
209.9981,-50.62
210.0981,-51.93
210.1981,-53.25
210.2981,-54.47
210.3981,-53.34
210.4981,-53.53
210.5981,-55.13
210.6981,-55.7
210.7981,-55.7
210.8981,-54.85
210.9981,-53.91
211.0981,-54.66
211.1981,-52.59
211.2981,-52.12
211.3981,-52.69
211.4981,-52.59
211.5981,-54.38
211.6981,-53.34
211.7981,-55.32
211.8981,-55.98
211.9981,-55.42
212.0981,-54.94
212.1981,-54.38
212.2981,-53.63
212.3981,-53.06
212.4981,-51.93
212.5981,-50.99
212.6981,-51.37
212.7981,-53.16
212.8981,-53.25
212.9981,-55.7
213.0981,-57.11
213.1981,-57.2
213.2981,-56.83
213.3981,-55.42
213.4981,-54.76
213.5981,-52.97
213.6981,-51.74
213.7981,-51.56
213.8981,-52.12
213.9981,-52.87
214.0981,-51.27
214.1981,-52.5
214.2981,-52.12
214.3981,-52.03
214.4981,-54.1
214.5981,-55.23
214.6981,-56.45
214.7981,-58.05
214.8981,-57.11
214.9981,-55.42
215.0981,-54.85
215.1981,-53.16
215.2981,-51.93
215.3981,-51.84
215.4981,-52.03
215.5981,-52.22
215.6981,-52.78
215.7981,-53.25
215.8981,-54.19
215.9981,-55.13
216.0981,-55.98
216.1981,-54.0
216.2981,-53.91
216.3981,-53.53
216.4981,-53.72
216.5981,-54.38
216.6981,-52.5
216.7981,-53.25
216.8981,-53.91
216.9981,-53.82
217.0981,-54.19
217.1981,-55.89
217.2981,-57.02
217.3981,-57.11
217.4981,-55.51
217.5981,-54.29
217.6981,-53.16
217.7981,-52.31
217.8981,-52.31
217.9981,-51.93
218.0981,-51.74
218.1981,-50.99
218.2981,-51.84
218.3981,-53.63
218.4981,-54.94
218.5981,-55.89
218.6981,-55.89
218.7981,-56.92
218.8981,-56.17
218.9981,-54.94
219.0981,-53.72
219.1981,-53.63
219.2981,-51.37
219.3981,-49.02
219.4981,-49.67
219.5981,-51.09
219.6981,-50.71
219.7981,-51.37
219.8981,-52.22
219.9981,-54.38
220.0981,-56.73
220.1981,-56.36
220.2981,-54.94
220.3981,-54.19
220.4981,-53.72
220.5981,-53.53
220.6981,-53.34
220.7981,-53.63
220.8981,-56.07
220.9981,-53.91
221.0981,-54.1
221.1981,-54.94
221.2981,-54.66
221.3981,-54.94
221.4981,-54.94
221.5981,-54.66
221.6981,-53.63
221.7981,-54.1
221.8981,-53.44
221.9981,-52.87
222.0981,-53.72
222.1981,-53.53
222.2981,-53.63
222.3981,-53.44
222.4981,-53.34
222.5981,-54.0
222.6981,-56.36
222.7981,-57.02
222.8981,-56.83
222.9981,-56.83
223.0981,-55.42
223.1981,-54.94
223.2981,-53.34
223.3981,-51.65
223.4981,-50.99
223.5981,-50.33
223.6981,-51.27
223.7981,-52.59
223.8981,-52.87
223.9981,-54.29
224.0981,-55.98
224.1981,-54.76
224.2981,-54.66
224.3981,-56.07
224.4981,-54.94
224.5981,-54.57
224.6981,-54.66
224.7981,-53.72
224.8981,-53.16
224.9981,-53.16
225.0981,-52.78
225.1981,-52.87
225.2981,-54.94
225.3981,-56.07
225.4981,-54.94
225.5981,-54.29
225.6981,-53.91
225.7981,-53.91
225.8981,-52.69
225.9981,-51.37
226.0981,-52.59
226.1981,-51.84
226.2981,-51.74
226.3981,-53.25
226.4981,-54.38
226.5981,-54.66
226.6981,-56.07
226.7981,-57.11
226.8981,-59.18
226.9981,-56.45
227.0981,-55.23
227.1981,-55.42
227.2981,-53.72
227.3981,-52.22
227.4981,-51.46
227.5981,-52.31
227.6981,-51.37
227.7981,-50.8
227.8981,-52.03
227.9981,-53.82
228.0981,-55.42
228.1981,-57.3
228.2981,-57.77
228.3981,-57.2
228.4981,-56.17
228.5981,-54.38
228.6981,-52.12
228.7981,-53.06
228.8981,-52.69
228.9981,-52.12
229.0981,-52.12
229.1981,-53.16
229.2981,-54.19
229.3981,-53.53
229.4981,-54.76
229.5981,-55.7
229.6981,-54.66
229.7981,-55.13
229.8981,-55.13
229.9981,-54.19
230.0981,-52.97
230.1981,-51.27
230.2981,-51.84
230.3981,-53.34
230.4981,-52.87
230.5981,-55.04
230.6981,-56.45
230.7981,-57.2
230.8981,-58.9
230.9981,-57.58
231.0981,-55.42
231.1981,-53.06
231.2981,-52.4
231.3981,-53.53
231.4981,-52.4
231.5981,-51.56
231.6981,-50.99
231.7981,-52.31
231.8981,-53.34
231.9981,-54.47
232.0981,-54.66
232.1981,-55.51
232.2981,-54.85
232.3981,-55.7
232.4981,-54.94
232.5981,-54.19
232.6981,-53.72
232.7981,-53.06
232.8981,-53.34
232.9981,-51.84
233.0981,-50.99
233.1981,-52.22
233.2981,-52.03
233.3981,-52.4
233.4981,-53.63
233.5981,-54.76
233.6981,-55.89
233.7981,-55.98
233.8981,-55.98
233.9981,-54.1
234.0981,-54.19
234.1981,-53.63
234.2981,-53.53
234.3981,-53.72
234.4981,-54.66
234.5981,-55.98
234.6981,-55.23
234.7981,-54.19
234.8981,-54.66
234.9981,-54.1
235.0981,-53.91
235.1981,-54.85
235.2981,-53.63
235.3981,-52.87
235.4981,-51.46
235.5981,-51.65
235.6981,-52.59
235.7981,-52.59
235.8981,-51.74
235.9981,-52.22
236.0981,-53.06
236.1981,-56.92
236.2981,-56.73
236.3981,-57.2
236.4981,-56.92
236.5981,-56.36
236.6981,-54.0
236.7981,-52.4
236.8981,-51.74
236.9981,-52.87
237.0981,-51.56
237.1981,-51.93
237.2981,-53.44
237.3981,-54.47
237.4981,-55.51
237.5981,-54.85
237.6981,-54.85
237.7981,-55.89
237.8981,-56.73
237.9981,-56.73
238.0981,-55.04
238.1981,-53.44
238.2981,-54.0
238.3981,-53.72
238.4981,-51.27
238.5981,-51.65
238.6981,-53.25
238.7981,-53.34
238.8981,-55.04
238.9981,-57.67
239.0981,-56.92
239.1981,-55.98
239.2981,-55.6
239.3981,-54.1
239.4981,-51.74
239.5981,-52.22
239.6981,-51.93
239.7981,-53.34
239.8981,-54.57
239.9981,-56.07
240.0981,-55.04
240.1981,-55.04
240.2981,-56.17
240.3981,-56.45
240.4981,-55.89
240.5981,-55.98
240.6981,-55.89
240.7981,-52.4
240.8981,-52.12
240.9981,-52.69
241.0981,-51.18
241.1981,-51.65
241.2981,-52.22
241.3981,-53.34
241.4981,-53.34
241.5981,-54.47
241.6981,-56.17
241.7981,-56.83
241.8981,-55.7
241.9981,-56.73
242.0981,-55.04
242.1981,-53.44
242.2981,-53.72
242.3981,-54.1
242.4981,-53.53
242.5981,-53.82
242.6981,-52.5
242.7981,-52.59
242.8981,-52.4
242.9981,-53.25
243.0981,-54.76
243.1981,-56.17
243.2981,-56.17
243.3981,-56.64
243.4981,-55.04
243.5981,-53.16
243.6981,-53.16
243.7981,-53.06
